,PRCP,TMAX,TMIN,yr,mo,dy,warmth,wetness
2019,0.720472441,35.06,32,1946,11,21,Cold,Really Wet
2020,0.62992126,44.96,33.08,1946,11,22,Cold,Really Wet
2021,0.75984252,44.06,39.02,1946,11,23,Cold,Really Wet
2022,0.141732283,46.94,39.92,1946,11,24,Cold,Really Wet
2023,0.078740157,50,42.08,1946,11,25,Cold,Damp
2024,0.200787402,53.06,37.94,1946,11,26,Cold,Really Wet
2025,0.188976378,53.96,41,1946,11,27,Cold,Really Wet
2026,0.12992126,48.02,39.92,1946,11,28,Cold,Damp
2027,0.078740157,50,28.94,1946,11,29,Cold,Damp
2028,0,44.06,28.04,1946,11,30,Cold,Dry
2029,0.051181102,48.92,30.92,1946,12,1,Cold,Damp
2030,0.098425197,53.96,42.08,1946,12,2,Cold,Damp
2031,0.118110236,55.04,48.02,1946,12,3,Cold,Damp
2032,1.12992126,51.08,42.98,1946,12,4,Cold,Really Wet
2033,0.051181102,46.04,39.92,1946,12,5,Cold,Damp
2034,0.011811024,51.98,39.02,1946,12,6,Cold,Damp
2035,0.318897638,46.94,42.08,1946,12,7,Cold,Really Wet
2036,0.220472441,44.06,35.96,1946,12,8,Cold,Really Wet
2037,0.661417323,50,39.02,1946,12,9,Cold,Really Wet
2038,0.728346457,51.98,46.04,1946,12,10,Cold,Really Wet
2039,0.181102362,51.08,41,1946,12,11,Cold,Really Wet
2040,0.551181102,51.08,39.92,1946,12,12,Cold,Really Wet
2041,0.649606299,51.08,41,1946,12,13,Cold,Really Wet
2042,0.779527559,48.92,39.92,1946,12,14,Cold,Really Wet
2043,0.208661417,42.98,30.92,1946,12,15,Cold,Really Wet
2044,0,35.96,21.02,1946,12,16,Cold,Dry
2045,0,37.94,19.94,1946,12,17,Cold,Dry
2046,0,42.08,26.06,1946,12,18,Cold,Dry
2047,0.031496063,39.92,33.98,1946,12,19,Cold,Damp
2048,0,39.92,37.04,1946,12,20,Cold,Dry
2049,0,48.02,35.96,1946,12,21,Cold,Dry
2050,0,46.94,28.04,1946,12,22,Cold,Dry
2051,0,42.98,28.04,1946,12,23,Cold,Dry
2052,0,41,28.04,1946,12,24,Cold,Dry
2053,0,37.04,30.92,1946,12,25,Cold,Dry
2054,0,42.08,30.02,1946,12,26,Cold,Dry
2055,0,46.04,24.98,1946,12,27,Cold,Dry
2056,0,33.98,23,1946,12,28,Cold,Dry
2057,0,39.02,19.94,1946,12,29,Cold,Dry
2058,0,37.94,15.98,1946,12,30,Cold,Dry
2059,0.118110236,35.96,24.98,1946,12,31,Cold,Damp
2060,0,41,24.98,1947,1,1,Cold,Dry
2061,0,39.02,24.08,1947,1,2,Cold,Dry
2062,0,46.04,15.08,1947,1,3,Cold,Dry
2063,0,37.94,14,1947,1,4,Cold,Dry
2064,0.338582677,41,28.94,1947,1,5,Cold,Really Wet
2065,0,37.94,26.06,1947,1,6,Cold,Dry
2066,0,41,24.08,1947,1,7,Cold,Dry
2067,0,35.96,26.06,1947,1,8,Cold,Dry
2068,0.338582677,41,28.94,1947,1,9,Cold,Really Wet
2069,0.37007874,44.06,30.92,1947,1,10,Cold,Really Wet
2070,0.25984252,39.02,26.06,1947,1,11,Cold,Really Wet
2071,0.019685039,37.04,26.96,1947,1,12,Cold,Damp
2072,0.070866142,33.98,21.02,1947,1,13,Cold,Damp
2073,0,33.98,10.94,1947,1,14,Cold,Dry
2074,0,33.08,14,1947,1,15,Cold,Dry
2075,0,39.02,28.94,1947,1,16,Cold,Dry
2076,0,44.06,30.92,1947,1,17,Cold,Dry
2077,0.440944882,39.02,30.92,1947,1,18,Cold,Really Wet
2078,0,42.98,33.08,1947,1,19,Cold,Dry
2079,0.141732283,44.96,33.08,1947,1,20,Cold,Really Wet
2080,0.019685039,48.02,44.06,1947,1,21,Cold,Damp
2081,0.330708661,48.92,46.04,1947,1,22,Cold,Really Wet
2082,0.779527559,53.06,48.02,1947,1,23,Cold,Really Wet
2083,0.181102362,51.98,42.98,1947,1,24,Cold,Really Wet
2084,1.799212598,48.92,35.96,1947,1,25,Cold,Really Wet
2085,0.24015748,39.02,30.92,1947,1,26,Cold,Really Wet
2086,0,33.98,30.02,1947,1,27,Cold,Dry
2087,0,39.92,28.94,1947,1,28,Cold,Dry
2088,0.070866142,35.96,24.98,1947,1,29,Cold,Damp
2089,0.011811024,35.96,24.08,1947,1,30,Cold,Damp
2090,0.468503937,37.94,23,1947,1,31,Cold,Really Wet
2091,1.161417323,48.02,35.06,1947,2,1,Cold,Really Wet
2092,0.149606299,48.02,28.94,1947,2,2,Cold,Really Wet
2093,0,42.08,26.06,1947,2,3,Cold,Dry
2094,0,53.06,24.08,1947,2,4,Cold,Dry
2095,0,50,33.98,1947,2,5,Cold,Dry
2096,0,42.98,30.92,1947,2,6,Cold,Dry
2097,0,51.98,32,1947,2,7,Cold,Dry
2098,0,57.02,24.98,1947,2,8,Cold,Dry
2099,0.011811024,57.02,30.02,1947,2,9,Cold,Damp
2100,0.161417323,53.06,39.92,1947,2,10,Cold,Really Wet
2101,0.37007874,53.06,42.98,1947,2,11,Cold,Really Wet
2102,0.641732283,57.02,48.92,1947,2,12,Cold,Really Wet
2103,1.059055118,51.98,48.02,1947,2,13,Cold,Really Wet
2104,0.118110236,51.98,48.02,1947,2,14,Cold,Damp
2105,0.169291339,48.92,42.98,1947,2,15,Cold,Really Wet
2106,0,53.96,30.02,1947,2,16,Cold,Dry
2107,0,55.94,24.98,1947,2,17,Cold,Dry
2108,0,41,26.96,1947,2,18,Cold,Dry
2109,0,46.94,37.94,1947,2,19,Cold,Dry
2110,0.019685039,50,41,1947,2,20,Cold,Damp
2111,0,51.08,42.98,1947,2,21,Cold,Dry
2112,0.011811024,55.04,44.06,1947,2,22,Cold,Damp
2113,0,55.04,39.02,1947,2,23,Cold,Dry
2114,0,51.08,33.08,1947,2,24,Cold,Dry
2115,0,57.92,26.06,1947,2,25,Cold,Dry
2116,0,51.98,24.98,1947,2,26,Cold,Dry
2117,0,55.94,19.94,1947,2,27,Cold,Dry
2118,0,55.04,23,1947,2,28,Cold,Dry
2119,0,57.02,24.08,1947,3,1,Cold,Dry
2120,0.169291339,55.04,33.08,1947,3,2,Cold,Really Wet
2121,0.070866142,51.08,39.02,1947,3,3,Cold,Damp
2122,0.011811024,55.04,32,1947,3,4,Cold,Damp
2123,0,51.98,30.02,1947,3,5,Cold,Dry
2124,0.078740157,41,26.06,1947,3,6,Cold,Damp
2125,0.299212598,48.02,37.04,1947,3,7,Cold,Really Wet
2126,0.019685039,55.94,35.06,1947,3,8,Cold,Damp
2127,0.409448819,51.98,39.92,1947,3,9,Cold,Really Wet
2128,0.590551181,53.06,42.08,1947,3,10,Cold,Really Wet
2129,0,55.94,35.06,1947,3,11,Cold,Dry
2130,0,60.08,30.92,1947,3,12,Cold,Dry
2131,0,60.98,37.04,1947,3,13,Warm,Dry
2132,0,66.92,32,1947,3,14,Warm,Dry
2133,0,73.04,33.08,1947,3,15,Warm,Dry
2134,0,75.02,35.06,1947,3,16,Warm,Dry
2135,0,71.96,35.96,1947,3,17,Warm,Dry
2136,0,66.02,35.06,1947,3,18,Warm,Dry
2137,0.019685039,60.08,37.94,1947,3,19,Cold,Damp
2138,0,66.92,33.98,1947,3,20,Warm,Dry
2139,0.161417323,51.08,39.92,1947,3,21,Cold,Really Wet
2140,0,55.94,35.96,1947,3,22,Cold,Dry
2141,0.299212598,50,35.96,1947,3,23,Cold,Really Wet
2142,0.11023622,51.98,37.04,1947,3,24,Cold,Damp
2143,0.019685039,48.92,30.02,1947,3,25,Cold,Damp
2144,0,57.92,28.04,1947,3,26,Cold,Dry
2145,0,68,28.94,1947,3,27,Warm,Dry
2146,0,75.02,30.02,1947,3,28,Warm,Dry
2147,0.488188976,57.92,44.06,1947,3,29,Cold,Really Wet
2148,0.078740157,57.02,37.04,1947,3,30,Cold,Damp
2149,0.070866142,57.92,41,1947,3,31,Cold,Damp
2150,0.161417323,55.94,33.98,1947,4,1,Cold,Really Wet
2151,0,55.94,30.02,1947,4,2,Cold,Dry
2152,0.098425197,50,33.08,1947,4,3,Cold,Damp
2153,0.031496063,55.04,35.06,1947,4,4,Cold,Damp
2154,0.11023622,53.96,37.04,1947,4,5,Cold,Damp
2155,0.019685039,55.94,37.94,1947,4,6,Cold,Damp
2156,0.12992126,60.98,35.06,1947,4,7,Warm,Damp
2157,0.37007874,48.92,37.04,1947,4,8,Cold,Really Wet
2158,0.220472441,53.96,37.94,1947,4,9,Cold,Really Wet
2159,0.031496063,53.96,37.94,1947,4,10,Cold,Damp
2160,0,64.94,33.08,1947,4,11,Warm,Dry
2161,0,73.94,33.98,1947,4,12,Warm,Dry
2162,0,73.04,37.04,1947,4,13,Warm,Dry
2163,0,75.02,37.04,1947,4,14,Warm,Dry
2164,0,78.08,39.92,1947,4,15,Warm,Dry
2165,0,84.02,37.94,1947,4,16,Warm,Dry
2166,0.169291339,62.06,48.02,1947,4,17,Warm,Really Wet
2167,0.181102362,57.02,46.94,1947,4,18,Cold,Really Wet
2168,0.24015748,55.94,39.02,1947,4,19,Cold,Really Wet
2169,0.070866142,59,39.02,1947,4,20,Cold,Damp
2170,0,62.96,35.96,1947,4,21,Warm,Dry
2171,0,66.92,33.98,1947,4,22,Warm,Dry
2172,0,60.98,37.94,1947,4,23,Warm,Dry
2173,0,62.96,42.98,1947,4,24,Warm,Dry
2174,0,69.98,37.04,1947,4,25,Warm,Dry
2175,0,84.92,37.94,1947,4,26,Warm,Dry
2176,0,66.02,42.98,1947,4,27,Warm,Dry
2177,0.181102362,53.96,42.08,1947,4,28,Cold,Really Wet
2178,0.098425197,57.02,44.96,1947,4,29,Cold,Damp
2179,0.039370079,57.02,44.96,1947,4,30,Cold,Damp
2180,0.070866142,78.98,48.02,1947,5,1,Warm,Damp
2181,0,64.04,42.08,1947,5,2,Warm,Dry
2182,0,66.92,33.98,1947,5,3,Warm,Dry
2183,0,69.08,37.04,1947,5,4,Warm,Dry
2184,0,73.94,33.98,1947,5,5,Warm,Dry
2185,0,78.98,44.06,1947,5,6,Warm,Dry
2186,0,71.06,46.04,1947,5,7,Warm,Dry
2187,0,64.94,48.02,1947,5,8,Warm,Dry
2188,0,64.04,41,1947,5,9,Warm,Dry
2189,0,64.94,32,1947,5,10,Warm,Dry
2190,0,73.94,33.08,1947,5,11,Warm,Dry
2191,0,64.04,42.08,1947,5,12,Warm,Dry
2192,0,62.96,39.92,1947,5,13,Warm,Dry
2193,0,64.94,37.04,1947,5,14,Warm,Dry
2194,0,64.04,39.92,1947,5,15,Warm,Dry
2195,0.031496063,66.02,42.08,1947,5,16,Warm,Damp
2196,0,66.92,37.04,1947,5,17,Warm,Dry
2197,0,60.08,46.94,1947,5,18,Cold,Dry
2198,0,69.08,46.94,1947,5,19,Warm,Dry
2199,0,78.98,39.02,1947,5,20,Warm,Dry
2200,0,71.96,44.96,1947,5,21,Warm,Dry
2201,0,78.08,39.92,1947,5,22,Warm,Dry
2202,0,84.92,42.08,1947,5,23,Warm,Dry
2203,0,87.98,48.02,1947,5,24,Warm,Dry
2204,0,87.98,46.04,1947,5,25,Warm,Dry
2205,0,91.04,51.08,1947,5,26,Warm,Dry
2206,0,75.92,48.02,1947,5,27,Warm,Dry
2207,0,64.94,51.08,1947,5,28,Warm,Dry
2208,0,69.08,53.06,1947,5,29,Warm,Dry
2209,0,73.94,46.94,1947,5,30,Warm,Dry
2210,0.181102362,73.04,53.06,1947,5,31,Warm,Really Wet
2211,0.460629921,69.98,48.92,1947,6,1,Warm,Really Wet
2212,0.070866142,66.92,48.02,1947,6,2,Warm,Damp
2213,0.011811024,66.02,51.98,1947,6,3,Warm,Damp
2214,0.618110236,64.04,50,1947,6,4,Warm,Really Wet
2215,0.098425197,69.08,46.94,1947,6,5,Warm,Damp
2216,0.019685039,75.92,46.04,1947,6,6,Warm,Damp
2217,0.118110236,77,55.94,1947,6,7,Warm,Damp
2218,0.149606299,62.96,51.98,1947,6,8,Warm,Really Wet
2219,0.039370079,68,50,1947,6,9,Warm,Damp
2220,0.031496063,64.04,48.92,1947,6,10,Warm,Damp
2221,0,71.06,42.08,1947,6,11,Warm,Dry
2222,0,75.92,48.02,1947,6,12,Warm,Dry
2223,0,68,48.92,1947,6,13,Warm,Dry
2224,0,69.08,46.94,1947,6,14,Warm,Dry
2225,0.051181102,66.92,44.96,1947,6,15,Warm,Damp
2226,0.358267717,73.04,53.96,1947,6,16,Warm,Really Wet
2227,0,68,53.96,1947,6,17,Warm,Dry
2228,0.019685039,69.08,48.02,1947,6,18,Warm,Damp
2229,0,68,46.04,1947,6,19,Warm,Dry
2230,0,69.98,42.98,1947,6,20,Warm,Dry
2231,0,77,41,1947,6,21,Warm,Dry
2232,0,78.98,46.04,1947,6,22,Warm,Dry
2233,0,78.98,44.96,1947,6,23,Warm,Dry
2234,0,86,46.94,1947,6,24,Warm,Dry
2235,0.078740157,64.04,53.96,1947,6,25,Warm,Damp
2236,0.181102362,64.04,48.92,1947,6,26,Warm,Really Wet
2237,0.031496063,62.96,46.94,1947,6,27,Warm,Damp
2238,0,66.02,48.02,1947,6,28,Warm,Dry
2239,0,75.92,41,1947,6,29,Warm,Dry
2240,0,80.06,42.98,1947,6,30,Warm,Dry
2241,0,84.92,42.98,1947,7,1,Warm,Dry
2242,0,69.98,48.02,1947,7,2,Warm,Dry
2243,0,69.08,51.08,1947,7,3,Warm,Dry
2244,0,80.06,50,1947,7,4,Warm,Dry
2245,0,73.04,51.98,1947,7,5,Warm,Dry
2246,0,71.96,50,1947,7,6,Warm,Dry
2247,0,75.92,44.96,1947,7,7,Warm,Dry
2248,0,78.08,42.98,1947,7,8,Warm,Dry
2249,0,80.06,44.06,1947,7,9,Warm,Dry
2250,0,77,44.06,1947,7,10,Warm,Dry
2251,0.161417323,62.96,53.96,1947,7,11,Warm,Really Wet
2252,0.011811024,75.92,57.02,1947,7,12,Warm,Damp
2253,0,82.04,57.92,1947,7,13,Warm,Dry
2254,0.031496063,78.08,50,1947,7,14,Warm,Damp
2255,0.169291339,69.08,53.96,1947,7,15,Warm,Really Wet
2256,0,78.08,44.96,1947,7,16,Warm,Dry
2257,0,91.04,51.08,1947,7,17,Warm,Dry
2258,0,73.04,53.06,1947,7,18,Warm,Dry
2259,0,80.96,48.02,1947,7,19,Warm,Dry
2260,0,78.98,46.04,1947,7,20,Warm,Dry
2261,0,78.08,46.94,1947,7,21,Warm,Dry
2262,0,69.98,48.92,1947,7,22,Warm,Dry
2263,0.448818898,71.96,46.94,1947,7,23,Warm,Really Wet
2264,0.488188976,68,48.02,1947,7,24,Warm,Really Wet
2265,0.271653543,69.08,46.94,1947,7,25,Warm,Really Wet
2266,0,68,53.06,1947,7,26,Warm,Dry
2267,0.220472441,73.04,48.92,1947,7,27,Warm,Really Wet
2268,0.338582677,71.96,51.98,1947,7,28,Warm,Really Wet
2269,0,78.08,46.94,1947,7,29,Warm,Dry
2270,0,82.94,48.92,1947,7,30,Warm,Dry
2271,0,78.98,53.06,1947,7,31,Warm,Dry
2272,0,84.02,48.02,1947,8,1,Warm,Dry
2273,0,82.04,50,1947,8,2,Warm,Dry
2274,0,75.92,53.06,1947,8,3,Warm,Dry
2275,0,73.04,48.92,1947,8,4,Warm,Dry
2276,0,75.92,42.08,1947,8,5,Warm,Dry
2277,0,78.98,44.96,1947,8,6,Warm,Dry
2278,0.118110236,69.98,51.08,1947,8,7,Warm,Damp
2279,0.228346457,75.02,50,1947,8,8,Warm,Really Wet
2280,0,75.02,46.04,1947,8,9,Warm,Dry
2281,0,73.94,42.08,1947,8,10,Warm,Dry
2282,0.070866142,69.98,53.06,1947,8,11,Warm,Damp
2283,0,78.98,46.04,1947,8,12,Warm,Dry
2284,0,82.04,51.98,1947,8,13,Warm,Dry
2285,0,84.92,50,1947,8,14,Warm,Dry
2286,0,71.96,55.04,1947,8,15,Warm,Dry
2287,0,69.98,53.96,1947,8,16,Warm,Dry
2288,0,71.96,51.98,1947,8,17,Warm,Dry
2289,0,71.06,46.94,1947,8,18,Warm,Dry
2290,0,71.06,39.02,1947,8,19,Warm,Dry
2291,0,71.96,37.04,1947,8,20,Warm,Dry
2292,0,75.02,37.94,1947,8,21,Warm,Dry
2293,0,77,44.96,1947,8,22,Warm,Dry
2294,0,73.04,46.94,1947,8,23,Warm,Dry
2295,0,80.96,46.04,1947,8,24,Warm,Dry
2296,0,84.92,46.04,1947,8,25,Warm,Dry
2297,0,82.04,46.94,1947,8,26,Warm,Dry
2298,0,78.98,48.92,1947,8,27,Warm,Dry
2299,0,71.96,55.94,1947,8,28,Warm,Dry
2300,0.051181102,71.06,55.04,1947,8,29,Warm,Damp
2301,0,71.06,55.04,1947,8,30,Warm,Dry
2302,0,77,50,1947,8,31,Warm,Dry
2303,0,84.92,46.94,1947,9,1,Warm,Dry
2304,0,78.08,51.08,1947,9,2,Warm,Dry
2305,0,71.06,51.98,1947,9,3,Warm,Dry
2306,0,71.06,46.94,1947,9,4,Warm,Dry
2307,0,69.98,37.04,1947,9,5,Warm,Dry
2308,0.708661417,55.94,42.08,1947,9,6,Cold,Really Wet
2309,0.551181102,64.94,51.08,1947,9,7,Warm,Really Wet
2310,0.251968504,62.06,53.96,1947,9,8,Warm,Really Wet
2311,0,66.02,48.02,1947,9,9,Warm,Dry
2312,0,69.98,42.98,1947,9,10,Warm,Dry
2313,0,78.08,42.08,1947,9,11,Warm,Dry
2314,0,78.98,44.96,1947,9,12,Warm,Dry
2315,0,71.06,42.98,1947,9,13,Warm,Dry
2316,0,73.94,39.02,1947,9,14,Warm,Dry
2317,0,71.06,42.08,1947,9,15,Warm,Dry
2318,0.070866142,64.04,46.04,1947,9,16,Warm,Damp
2319,0,64.04,39.02,1947,9,17,Warm,Dry
2320,0,66.92,32,1947,9,18,Warm,Dry
2321,0,73.04,32,1947,9,19,Warm,Dry
2322,0,71.06,39.02,1947,9,20,Warm,Dry
2323,0,78.08,46.04,1947,9,21,Warm,Dry
2324,0,86,46.04,1947,9,22,Warm,Dry
2325,0,84.92,51.08,1947,9,23,Warm,Dry
2326,0,78.98,46.94,1947,9,24,Warm,Dry
2327,0,69.08,46.94,1947,9,25,Warm,Dry
2328,0,69.98,51.08,1947,9,26,Warm,Dry
2329,0.141732283,71.06,48.92,1947,9,27,Warm,Really Wet
2330,0.011811024,68,51.98,1947,9,28,Warm,Damp
2331,0,69.98,50,1947,9,29,Warm,Dry
2332,0,71.06,48.92,1947,9,30,Warm,Dry
2333,0.12992126,68,55.94,1947,10,1,Warm,Damp
2334,0.901574803,64.04,53.96,1947,10,2,Warm,Really Wet
2335,0.098425197,69.98,59,1947,10,3,Warm,Damp
2336,0.019685039,62.06,42.98,1947,10,4,Warm,Damp
2337,0,57.02,39.92,1947,10,5,Cold,Dry
2338,0,62.96,33.98,1947,10,6,Warm,Dry
2339,0,59,46.04,1947,10,7,Cold,Dry
2340,0.011811024,60.98,51.08,1947,10,8,Warm,Damp
2341,0.019685039,60.08,46.94,1947,10,9,Cold,Damp
2342,0.200787402,55.04,44.06,1947,10,10,Cold,Really Wet
2343,0,60.98,46.04,1947,10,11,Warm,Dry
2344,0,66.92,51.08,1947,10,12,Warm,Dry
2345,0.019685039,55.94,48.02,1947,10,13,Cold,Damp
2346,0,57.92,44.06,1947,10,14,Cold,Dry
2347,0.511811024,57.92,46.94,1947,10,15,Cold,Really Wet
2348,0.858267717,55.04,44.96,1947,10,16,Cold,Really Wet
2349,0.228346457,55.94,42.98,1947,10,17,Cold,Really Wet
2350,1.291338583,62.96,44.96,1947,10,18,Warm,Really Wet
2351,0.358267717,51.08,46.04,1947,10,19,Cold,Really Wet
2352,0.350393701,48.02,39.92,1947,10,20,Cold,Really Wet
2353,0,57.92,32,1947,10,21,Cold,Dry
2354,0.358267717,48.02,35.96,1947,10,22,Cold,Really Wet
2355,0.039370079,59,37.04,1947,10,23,Cold,Damp
2356,0,64.04,37.94,1947,10,24,Warm,Dry
2357,0,66.02,37.04,1947,10,25,Warm,Dry
2358,0,60.98,39.02,1947,10,26,Warm,Dry
2359,0.078740157,55.04,41,1947,10,27,Cold,Damp
2360,0.051181102,57.92,39.02,1947,10,28,Cold,Damp
2361,0.181102362,51.08,35.96,1947,10,29,Cold,Really Wet
2362,0.24015748,53.06,44.96,1947,10,30,Cold,Really Wet
2363,0.708661417,57.02,44.96,1947,10,31,Cold,Really Wet
2364,0.220472441,57.92,44.06,1947,11,1,Cold,Really Wet
2365,0.118110236,53.06,42.98,1947,11,2,Cold,Damp
2366,0.039370079,55.04,39.92,1947,11,3,Cold,Damp
2367,0.169291339,48.92,35.06,1947,11,4,Cold,Really Wet
2368,0.188976378,44.06,32,1947,11,5,Cold,Really Wet
2369,0.149606299,51.98,42.98,1947,11,6,Cold,Really Wet
2370,0.330708661,55.94,48.02,1947,11,7,Cold,Really Wet
2371,0.011811024,57.02,35.06,1947,11,8,Cold,Damp
2372,0.098425197,46.94,33.08,1947,11,9,Cold,Damp
2373,0.031496063,55.94,44.96,1947,11,10,Cold,Damp
2374,0,55.04,33.98,1947,11,11,Cold,Dry
2375,0.011811024,42.08,35.96,1947,11,12,Cold,Damp
2376,0.078740157,55.04,37.04,1947,11,13,Cold,Damp
2377,0.88976378,44.96,32,1947,11,14,Cold,Really Wet
2378,0.429133858,44.96,39.92,1947,11,15,Cold,Really Wet
2379,0.011811024,48.02,37.94,1947,11,16,Cold,Damp
2380,0.141732283,53.96,42.98,1947,11,17,Cold,Really Wet
2381,0.011811024,50,37.94,1947,11,18,Cold,Damp
2382,0.141732283,44.06,33.98,1947,11,19,Cold,Really Wet
2383,0,44.96,33.08,1947,11,20,Cold,Dry
2384,0,44.96,26.96,1947,11,21,Cold,Dry
2385,0,46.04,24.98,1947,11,22,Cold,Dry
2386,0,48.02,26.96,1947,11,23,Cold,Dry
2387,0,50,32,1947,11,24,Cold,Dry
2388,0.098425197,53.96,42.08,1947,11,25,Cold,Damp
2389,0.031496063,53.96,46.04,1947,11,26,Cold,Damp
2390,0.011811024,48.02,39.92,1947,11,27,Cold,Damp
2391,0,46.04,39.92,1947,11,28,Cold,Dry
2392,0,46.04,33.98,1947,11,29,Cold,Dry
2393,0.578740157,48.02,35.06,1947,11,30,Cold,Really Wet
2394,0.11023622,46.04,35.06,1947,12,1,Cold,Damp
2395,0.25984252,44.06,33.98,1947,12,2,Cold,Really Wet
2396,0.031496063,51.08,35.96,1947,12,3,Cold,Damp
2397,0,48.92,28.04,1947,12,4,Cold,Dry
2398,0,44.06,24.08,1947,12,5,Cold,Dry
2399,0.031496063,44.06,33.08,1947,12,6,Cold,Damp
2400,0.078740157,42.08,35.96,1947,12,7,Cold,Damp
2401,0.161417323,44.96,35.06,1947,12,8,Cold,Really Wet
2402,0,48.92,28.04,1947,12,9,Cold,Dry
2403,0.279527559,39.92,30.92,1947,12,10,Cold,Really Wet
2404,0.090551181,46.94,32,1947,12,11,Cold,Damp
2405,0.070866142,46.94,30.02,1947,12,12,Cold,Damp
2406,0.401574803,50,39.02,1947,12,13,Cold,Really Wet
2407,0.251968504,44.96,37.04,1947,12,14,Cold,Really Wet
2408,0.161417323,51.98,35.06,1947,12,15,Cold,Really Wet
2409,0.480314961,50,33.08,1947,12,16,Cold,Really Wet
2410,0.031496063,51.08,44.06,1947,12,17,Cold,Damp
2411,0.791338583,48.92,35.96,1947,12,18,Cold,Really Wet
2412,0.098425197,42.08,30.02,1947,12,19,Cold,Damp
2413,0.019685039,42.08,33.98,1947,12,20,Cold,Damp
2414,0.251968504,46.04,37.04,1947,12,21,Cold,Really Wet
2415,0.059055118,51.98,37.94,1947,12,22,Cold,Damp
2416,0.578740157,57.02,44.96,1947,12,23,Cold,Really Wet
2417,0.299212598,48.92,37.94,1947,12,24,Cold,Really Wet
2418,0,53.96,28.94,1947,12,25,Cold,Dry
2419,0.051181102,50,37.94,1947,12,26,Cold,Damp
2420,0.251968504,51.98,39.02,1947,12,27,Cold,Really Wet
2421,0.271653543,44.06,30.92,1947,12,28,Cold,Really Wet
2422,0,37.04,26.06,1947,12,29,Cold,Dry
2423,0,42.98,30.92,1947,12,30,Cold,Dry
2424,0.641732283,44.96,37.94,1947,12,31,Cold,Really Wet
2425,0.669291339,48.92,42.98,1948,1,1,Cold,Really Wet
2426,0.830708661,44.06,35.96,1948,1,2,Cold,Really Wet
2427,0.669291339,46.04,35.96,1948,1,3,Cold,Really Wet
2428,0.169291339,46.04,30.02,1948,1,4,Cold,Really Wet
2429,0.200787402,46.94,28.94,1948,1,5,Cold,Really Wet
2430,0.5,46.94,39.92,1948,1,6,Cold,Really Wet
2431,0.440944882,51.98,39.02,1948,1,7,Cold,Really Wet
2432,0.350393701,48.02,28.04,1948,1,8,Cold,Really Wet
2433,0.25984252,48.02,26.06,1948,1,9,Cold,Really Wet
2434,1.12992126,42.98,35.06,1948,1,10,Cold,Really Wet
2435,0.271653543,41,28.04,1948,1,11,Cold,Really Wet
2436,0,41,26.06,1948,1,12,Cold,Dry
2437,0,46.04,24.08,1948,1,13,Cold,Dry
2438,0,37.04,24.98,1948,1,14,Cold,Dry
2439,0,35.96,32,1948,1,15,Cold,Dry
2440,0,35.96,32,1948,1,16,Cold,Dry
2441,0,35.06,30.02,1948,1,17,Cold,Dry
2442,0,35.96,30.92,1948,1,18,Cold,Dry
2443,0,33.98,28.94,1948,1,19,Cold,Dry
2444,0,35.96,28.04,1948,1,20,Cold,Dry
2445,0,53.06,30.92,1948,1,21,Cold,Dry
2446,0.011811024,48.92,41,1948,1,22,Cold,Damp
2447,0,51.08,42.98,1948,1,23,Cold,Dry
2448,0.011811024,46.04,28.94,1948,1,24,Cold,Damp
2449,0,48.02,24.98,1948,1,25,Cold,Dry
2450,0,46.04,23,1948,1,26,Cold,Dry
2451,0,55.04,17.06,1948,1,27,Cold,Dry
2452,0,55.94,17.96,1948,1,28,Cold,Dry
2453,0.161417323,41,33.98,1948,1,29,Cold,Really Wet
2454,0,41,24.98,1948,1,30,Cold,Dry
2455,0.200787402,32,24.98,1948,1,31,Cold,Really Wet
2456,0.039370079,42.98,28.94,1948,2,1,Cold,Damp
2457,0,48.92,21.92,1948,2,2,Cold,Dry
2458,0.37007874,37.04,24.98,1948,2,3,Cold,Really Wet
2459,0.098425197,41,32,1948,2,4,Cold,Damp
2460,0,37.04,21.92,1948,2,5,Cold,Dry
2461,0,44.96,15.98,1948,2,6,Cold,Dry
2462,0.118110236,41,26.96,1948,2,7,Cold,Damp
2463,1.031496063,42.98,33.08,1948,2,8,Cold,Really Wet
2464,0.208661417,42.08,28.94,1948,2,9,Cold,Really Wet
2465,0,41,24.98,1948,2,10,Cold,Dry
2466,0,46.04,17.96,1948,2,11,Cold,Dry
2467,0,46.04,21.92,1948,2,12,Cold,Dry
2468,0.031496063,48.92,35.06,1948,2,13,Cold,Damp
2469,0.61023622,46.04,39.02,1948,2,14,Cold,Really Wet
2470,0.700787402,44.96,35.96,1948,2,15,Cold,Really Wet
2471,1.019685039,51.98,37.94,1948,2,16,Cold,Really Wet
2472,0.429133858,57.02,46.04,1948,2,17,Cold,Really Wet
2473,0.019685039,48.92,30.02,1948,2,18,Cold,Damp
2474,0,46.04,28.04,1948,2,19,Cold,Dry
2475,0.401574803,44.06,33.98,1948,2,20,Cold,Really Wet
2476,1.090551181,50,42.08,1948,2,21,Cold,Really Wet
2477,0.11023622,46.94,37.94,1948,2,22,Cold,Damp
2478,0,46.04,32,1948,2,23,Cold,Dry
2479,0.011811024,44.06,33.98,1948,2,24,Cold,Damp
2480,1.070866142,48.92,41,1948,2,25,Cold,Really Wet
2481,0.208661417,50,35.96,1948,2,26,Cold,Really Wet
2482,0.031496063,44.06,28.94,1948,2,27,Cold,Damp
